# Image index table file for Project Diva
# Use the format <offset, filename> to override the files in DivaDataList.afs

0x00003800 diva1st/se_sy_07.adx
0x00005800 diva1st/se_sy_01.adx
0x00008800 diva1st/se_sy_08.adx
0x00009800 diva1st/se_sy_22.adx
0x0000B000 diva1st/se_st_30.adx
0x0000B800 diva1st/se_sy_24.adx
0x0000D000 diva1st/se_sy_25.adx
0x00010800 diva1st/jis2ucs.bin
0x00030800 diva1st/ucs2jis.bin
0x00050800 diva1st/font.txt
0x00052800 diva1st/font01.png
0x00062000 diva1st/font02.png
0x00074800 diva1st/font03.png
0x00087000 diva1st/font04.png
0x0008F000 diva1st/font12dot_01.png
0x00097000 diva1st/font12dot_02.png
0x000A1000 diva1st/font12dot_03.png
0x000AB000 diva1st/font12dot_04.png
0x000AF800 diva1st/menu_basic_log.txt
0x000B0000 diva1st/menu_basic.png
0x000B2800 diva1st/menu_basic03_log.txt
0x000B3000 diva1st/menu_basic03.png
0x000B4000 diva1st/menu_basic04_log.txt
0x000B4800 diva1st/menu_basic04.png
0x000B8000 diva1st/menu_basic02_log.txt
0x000B9000 diva1st/menu_basic02.png
0x000BC800 diva1st/logo_SEGA_log.txt
0x000BD000 diva1st/logo_SEGA.png
0x000BF800 diva1st/logo_Crypton_log.txt
0x000C0000 diva1st/logo_Crypton.png
0x000C1800 diva1st/logo_criware_log.txt
0x000C2000 diva1st/logo_criware.png
0x000C4000 diva1st/logo_dingo_log.txt
0x000C4800 diva1st/logo_dingo.png
0x000C6000 diva1st/SEGA_001.adx
0x000E2800 diva1st/SEGA_002.adx
0x000EB800 diva1st/loading_log.txt
0x000EC000 diva1st/loading.png
0x000EC800 diva1st/se_sy_00.adx
0x000F2000 diva1st/tit00_00_01.igb
0x001C1800 diva1st/tit00_00_02.igb
0x0029A000 diva1st/tit00_00_03.igb
0x00318000 diva1st/tit00_00_04.igb
0x00397000 diva1st/tit00_00_05.igb
0x004EC000 diva1st/tit00_00_00.igb
0x005B0800 diva1st/title_log.txt
0x005B1000 diva1st/title.png
0x005B4000 diva1st/adhoc_01_log.txt
0x005B4800 diva1st/adhoc_01.png
0x005BE000 diva1st/adhoc_02_log.txt
0x005BE800 diva1st/adhoc_02.png
0x005C6800 diva1st/adhoc_03_log.txt
0x005C7000 diva1st/adhoc_03.png
0x005D2000 diva1st/menu_title_adhok_log
0x005D2800 diva1st/menu_title_adhok.png
0x005D5000 diva1st/ope00_00_00.igb
0x006ED800 diva1st/se_ev_01.adx
0x00700000 diva1st/ep00_00_26_tex.txt
0x00700800 diva1st/ep00_00_26_tex.igb
0x00708800 diva1st/ep00_00_26.txt
0x00709000 diva1st/ep00_00_26.igb
0x00716800 diva1st/ep00_00_27_tex.txt
0x00717000 diva1st/ep00_00_27_tex.igb
0x00724800 diva1st/ep00_00_27.txt
0x00725000 diva1st/ep00_00_27.igb
0x00750800 diva1st/ep00_00_28_tex.txt
0x00751000 diva1st/ep00_00_28_tex.igb
0x0075A000 diva1st/ep00_00_28.txt
0x0075A800 diva1st/ep00_00_28.igb
0x00769800 diva1st/ep00_00_03_tex.txt
0x0076A000 diva1st/ep00_00_03_tex.igb
0x00770800 diva1st/ep00_00_03.txt
0x00771000 diva1st/ep00_00_03.igb
0x0077C000 diva1st/ep00_00_04_tex.txt
0x0077C800 diva1st/ep00_00_04_tex.igb
0x00782000 diva1st/ep00_00_04.txt
0x00782800 diva1st/ep00_00_04.igb
0x0078B800 diva1st/ep00_00_29_tex.txt
0x0078C000 diva1st/ep00_00_29_tex.igb
0x00792800 diva1st/ep00_00_29.txt
0x00793000 diva1st/ep00_00_29.igb
0x0079E800 diva1st/target.igb
0x007B7800 diva1st/line.png
0x007B8800 diva1st/ptr_data.bin
0x007B9000 diva1st/fmc00_00_01.igb
0x007BC800 diva1st/mnr00_00_00.i
0x0080A800 diva1st/effect_mode
0x00886000 diva1st/menu_title_home_log.dat
0x00886800 diva1st/menu_title_home.png
0x00889000 diva1st/menu_title_myroom_lo
0x00889800 diva1st/menu_title_myroom.png
0x0088C000 diva1st/menu_common_log.tx
0x0088C800 diva1st/menu_common.png
0x00892800 diva1st/menu_common2_log.t
0x00893000 diva1st/menu_common2.png
0x00894000 diva1st/se_sy_26.adx
0x00899000 diva1st/se_sy_28.adx
0x008A2000 diva1st/se_sy_13.adx
0x008AB800 diva1st/EDIT_001.adx
0x008B5000 diva1st/EDIT_002.adx
0x008BE800 diva1st/EDIT_003.adx
0x008C8000 diva1st/EDIT_004.adx
0x008D1800 diva1st/EDIT_005.adx
0x008DB000 diva1st/EDIT_006.adx
0x008E4800 diva1st/EDIT_007.adx
0x008EE000 diva1st/EDIT_040.adx
0x008F7800 diva1st/EDIT_041.adx
0x00904000 diva1st/EDIT_042.adx
0x00910800 diva1st/EDIT_043.adx
0x00923000 diva1st/EDIT_044.adx
0x0092F800 diva1st/EDIT_008.adx
0x00935000 diva1st/EDIT_009.adx
0x00939000 diva1st/EDIT_010.adx
0x0093F000 diva1st/EDIT_011.adx
0x00954800 diva1st/EDIT_012.adx
